Ranking IDHM 2010;Município;IDHM 2010
1;São Caetano do Sul;0.862
2;Águas de São Pedro;0.854
3;Florianópolis;0.847
4;Balneário Camboriú;0.845
4;Vitória;0.845
6;Santos;0.840
7;Niterói;0.837
8;Joaçaba;0.827
9;Brasília;0.824
10;Curitiba;0.823
11;Jundiaí;0.822
12;Valinhos;0.819
13;Vinhedo;0.817
14;Santo André;0.815
14;Araraquara;0.815
16;Santana de Parnaíba;0.814
17;Nova Lima;0.813
18;Ilha Solteira;0.812
19;Americana;0.811
20;Belo Horizonte;0.810
21;São José;0.809
21;Joinville;0.809
23;Maringá;0.808
24;São José dos Campos;0.807
25;Blumenau;0.806
25;Presidente Prudente;0.806
25;Rio Fortuna;0.806
28;São Paulo;0.805
28;Assis;0.805
28;Campinas;0.805
28;São Bernardo do Campo;0.805
28;Porto Alegre;0.805
28;São Carlos;0.805
34;Rio Claro;0.803
34;Jaraguá do Sul;0.803
36;Rio do Sul;0.802
37;Bauru;0.801
37;São Miguel do Oeste;0.801
37;Pirassununga;0.801
40;Concórdia;0.800
40;Vila Velha;0.800
40;Taubaté;0.800
40;Ribeirão Preto;0.800
40;Botucatu;0.800
45;Goiânia;0.799
45;Rio de Janeiro;0.799
47;Marília;0.798
47;Sorocaba;0.798
47;Guaratinguetá;0.798
50;São João da Boa Vista;0.797
50;São José do Rio Preto;0.797
50;Fernandópolis;0.797
53;Itapema;0.796
53;Tubarão;0.796
53;Carlos Barbosa;0.796
56;Brusque;0.795
56;Iomerê;0.795
56;Paulínia;0.795
56;Treze Tílias;0.795
56;Itajaí;0.795
61;Holambra;0.793
62;Quatro Pontes;0.791
62;Três Arroios;0.791
62;Nova Odessa;0.791
62;Ipiranga do Sul;0.791
62;Saltinho;0.791
67;Votuporanga;0.790
67;Santa Cruz da Conceição;0.790
67;Adamantina;0.790
67;Chapecó;0.790
71;Cândido Rodrigues;0.789
71;Uberlândia;0.789
71;Barretos;0.789
71;Luzerna;0.789
71;Lagoa dos Três Cantos;0.789
76;Araçatuba;0.788
76;Cruzeiro;0.788
76;Mairiporã;0.788
76;Barra Bonita;0.788
76;Criciúma;0.788
76;Indaiatuba;0.788
76;Caçapava;0.788
76;Fernando de Noronha;0.788
76;Palmas;0.788
85;Itajubá;0.787
85;Espírito Santo do Pinhal;0.787
87;Garibaldi;0.786
87;Pompéia;0.786
87;Porto União;0.786
87;Lins;0.786
87;Barueri;0.786
92;Piracicaba;0.785
92;Amparo;0.785
92;Nova Araçá;0.785
92;Cuiabá;0.785
92;Catanduva;0.785
92;Casca;0.785
92;Tremembé;0.785
92;Monte Aprazível;0.785
100;Santa Fé do Sul;0.784
100;Ribeirão Pires;0.784
100;Ivoti;0.784
100;Jaguariúna;0.784
100;Santa Maria;0.784
100;Salto Veloso;0.784
100;Arujá;0.784
100;Timbó;0.784
100;Campo Grande;0.784
100;Mogi Mirim;0.784
110;Horizontina;0.783
110;Pinhalzinho;0.783
110;Mogi das Cruzes;0.783
113;Cascavel;0.782
113;Caxias do Sul;0.782
113;Pato Branco;0.782
113;Cerquilho;0.782
113;Lavras;0.782
113;São Bento do Sul;0.782
119;Caieiras;0.781
119;Ijuí;0.781
119;Santo Amaro da Imperatriz;0.781
119;Bombinhas;0.781
119;Maravilha;0.781
119;Águas da Prata;0.781
119;Lacerdópolis;0.781
119;Santa Bárbara D'Oeste;0.781
119;Araras;0.781
128;Bebedouro;0.780
128;Cocal do Sul;0.780
128;Pomerode;0.780
128;Franca;0.780
128;Vista Alegre do Prata;0.780
128;Nova Petrópolis;0.780
128;Boituva;0.780
128;Braço do Trombudo;0.780
128;Orlândia;0.780
128;Corupá;0.780
128;Cotia;0.780
128;Birigui;0.780
128;Salto;0.780
141;Poços de Caldas;0.779
141;Andradina;0.779
141;Piratininga;0.779
141;Seara;0.779
145;Bento Gonçalves;0.778
145;Varginha;0.778
145;Juiz de Fora;0.778
145;Ourinhos;0.778
145;Jaú;0.778
145;Londrina;0.778
145;Tietê;0.778
145;Jaboticabal;0.778
145;Itatiba;0.778
145;Lajeado;0.778
145;Braço do Norte;0.778
145;Nova Bréscia;0.778
157;Victor Graeff;0.777
157;José Bonifácio;0.777
157;Selbach;0.777
157;Indaial;0.777
157;Louveira;0.777
157;Mafra;0.777
157;Jacareí;0.777
157;Sarandi;0.777
157;Lagoa Santa;0.777
157;Pinheiro Preto;0.777
157;Farroupilha;0.777
168;Iracemápolis;0.776
168;Itaú de Minas;0.776
168;Bragança Paulista;0.776
168;Erechim;0.776
168;Passo Fundo;0.776
168;Jales;0.776
168;Osasco;0.776
168;Araçoiaba da Serra;0.776
168;Pirapozinho;0.776
168;Dracena;0.776
178;Xanxerê;0.775
178;Limeira;0.775
178;Ceres;0.775
178;Itapiranga;0.775
178;Viçosa;0.775
178;Santa Rita do Passa Quatro;0.775
178;Trombudo Central;0.775
185;Ouro;0.774
185;Treviso;0.774
185;Massaranduba;0.774
185;Mogi Guaçu;0.774
185;Siderópolis;0.774
185;Marau;0.774
185;Francisco Beltrão;0.774
185;Cruzália;0.774
185;Marechal Cândido Rondon;0.774
185;Pouso Alegre;0.774
185;São José do Rio Pardo;0.774
185;Pedrinhas Paulista;0.774
197;Paraí;0.773
197;Itu;0.773
197;Auriflama;0.773
197;Araguari;0.773
197;Serra Alta;0.773
197;Santana da Ponte Pensa;0.773
197;Rio das Ostras;0.773
197;Pindamonhangaba;0.773
197;Olímpia;0.773
197;Veranópolis;0.773
197;Santa Cruz do Sul;0.773
197;Matão;0.773
197;Sebastianópolis do Sul;0.773
210;São Sebastião;0.772
210;Aratiba;0.772
210;Uberaba;0.772
210;Araxá;0.772
210;Santo Ângelo;0.772
210;Recife;0.772
210;Sales Oliveira;0.772
210;Monções;0.772
210;Urussanga;0.772
210;Santa Salete;0.772
220;Lajeado Grande;0.771
220;Maracaí;0.771
220;Volta Redonda;0.771
220;Itá;0.771
220;Poá;0.771
220;Ipatinga;0.771
220;Tupã;0.771
227;Ouroeste;0.770
227;Lages;0.770
227;Montes Claros;0.770
227;Aracaju;0.770
227;Santa Rosa de Viterbo;0.770
227;Macatuba;0.770
227;Armazém;0.770
227;Oriente;0.770
227;Timóteo;0.770
227;Presidente Castello Branco;0.770
227;Vargem Grande Paulista;0.770
238;Tupi Paulista;0.769
238;Santa Rosa;0.769
238;Taboão da Serra;0.769
238;Cosmópolis;0.769
238;São Carlos;0.769
238;Campo Limpo Paulista;0.769
238;Schroeder;0.769
238;Garça;0.769
238;Arroio do Meio;0.769
238;Pedreira;0.769
238;Barbacena;0.769
249;Lucas do Rio Verde;0.768
249;Toledo;0.768
249;Nova Veneza;0.768
249;Nova Boa Vista;0.768
249;São Luís;0.768
249;Resende;0.768
249;São Vicente;0.768
249;Palotina;0.768
249;Três Passos;0.768
249;São Roque;0.768
249;Igarapava;0.768
249;Bilac;0.768
249;Maracajá;0.768
249;Monte Alto;0.768
249;São Marcos;0.768
249;Regente Feijó;0.768
265;Serra Negra;0.767
265;Votorantim;0.767
265;Capivari de Baixo;0.767
265;Orindiúva;0.767
265;Estrela;0.767
265;Avaré;0.767
265;Dois Vizinhos;0.767
265;Encantado;0.767
265;Novo Xingu;0.767
274;Cedral;0.766
274;Poloni;0.766
274;Mauá;0.766
274;Nova Prata;0.766
274;Parnamirim;0.766
274;Santiago;0.766
274;Ivatuba;0.766
274;Peritiba;0.766
274;Pereira Barreto;0.766
274;Capivari do Sul;0.766
274;Alumínio;0.766
274;Carazinho;0.766
274;São Simão;0.766
274;Lorena;0.766
274;Catalão;0.766
289;Ituverava;0.765
289;Guaporé;0.765
289;Atibaia;0.765
289;Ibirubá;0.765
289;Imbituba;0.765
289;Suzano;0.765
289;Gaspar;0.765
289;São Domingos;0.765
289;Espumoso;0.765
289;Não-Me-Toque;0.765
289;Colinas;0.765
289;Patos de Minas;0.765
289;Nova Erechim;0.765
289;Maricá;0.765
289;Nova Europa;0.765
304;Santo Antônio do Palma;0.764
304;Arroio Trinta;0.764
304;Gramado;0.764
304;Rondinha;0.764
304;Lençóis Paulista;0.764
304;Ouro Branco;0.764
304;Cerro Largo;0.764
304;São Valentim do Sul;0.764
304;Videira;0.764
304;Cachoeira Paulista;0.764
304;Imbé;0.764
304;Montauri;0.764
304;Rosana;0.764
304;Macaé;0.764
304;Divinópolis;0.764
304;Paraíso do Tocantins;0.764
320;São Domingos do Sul;0.763
320;Medianeira;0.763
320;Presidente Venceslau;0.763
320;São Pedro do Butiá;0.763
320;Guararapes;0.763
320;Natal;0.763
320;João Pessoa;0.763
320;Paranavaí;0.763
320;Itapetininga;0.763
320;Gabriel Monteiro;0.763
320;Ponta Grossa;0.763
320;Barra Funda;0.763
320;Fagundes Varela;0.763
320;Buritama;0.763
320;Guarulhos;0.763
335;Paraguaçu Paulista;0.762
335;Sumaré;0.762
335;David Canabarro;0.762
335;Saldanha Marinho;0.762
335;Itupeva;0.762
335;Serranópolis do Iguaçu;0.762
335;Boa Vista do Buricá;0.762
335;Mirassol;0.762
335;Osvaldo Cruz;0.762
335;Itapira;0.762
335;Torres;0.762
335;São Joaquim da Barra;0.762
335;Mococa;0.762
335;Santa Cruz do Rio Pardo;0.762
335;São Francisco do Sul;0.762
350;Nova Pádua;0.761
350;Indiana;0.761
350;Alfenas;0.761
350;Panambi;0.761
350;Itapoá;0.761
350;Entre Rios do Oeste;0.761
350;Umuarama;0.761
350;Vila Maria;0.761
350;Santa Rita D'Oeste;0.761
350;São João do Oeste;0.761
350;Taió;0.761
350;Batatais;0.761
350;Conselheiro Lafaiete;0.761
350;Iguaba Grande;0.761
350;Zortéa;0.761
350;Sertãozinho;0.761
366;Itaara;0.760
366;Sete Lagoas;0.760
366;Goiandira;0.760
366;Campinas do Sul;0.760
366;Araranguá;0.760
366;Santa Adélia;0.760
366;Tapejara;0.760
366;Serafina Corrêa;0.760
366;Tijucas;0.760
366;Jandira;0.760
366;Rio Negro;0.760
366;Taiúva;0.760
366;Modelo;0.760
366;Descalvado;0.760
366;Frederico Westphalen;0.760
366;Porto Belo;0.760
366;Estrela D'Oeste;0.760
383;Várzea Paulista;0.759
383;Penápolis;0.759
383;Iporã do Oeste;0.759
383;Monte Alegre do Sul;0.759
383;Santo Antônio do Planalto;0.759
383;Nova Candelária;0.759
383;Salvador;0.759
383;Cornélio Procópio;0.759
383;São Lourenço;0.759
383;Presidente Getúlio;0.759
383;Taquaral;0.759
383;Caraguatatuba;0.759
383;Rio das Pedras;0.759
383;Três de Maio;0.759
383;Inúbia Paulista;0.759
383;Gurupi;0.759
383;Rubinéia;0.759
400;Herval D'Oeste;0.758
400;Picada Café;0.758
400;São José dos Pinhais;0.758
400;Guabiju;0.758
400;Álvares Machado;0.758
400;Cordeirópolis;0.758
400;Fernando Prestes;0.758
400;Iguaraçu;0.758
400;Nova Mutum;0.758
400;João Monlevade;0.758
400;Nova Londrina;0.758
400;São João Del Rei;0.758
400;Piraju;0.758
400;Itaúna;0.758
400;Maripá;0.758
400;Porto Feliz;0.758
400;Colorado;0.758
400;Antônio Prado;0.758
400;Faxinal dos Guedes;0.758
400;Piratuba;0.758
420;Gravatal;0.757
420;Santa Rosa de Lima;0.757
420;Presidente Bernardes;0.757
420;Santo Antônio do Aracanguá;0.757
420;Canoinhas;0.757
420;Diadema;0.757
420;Vanini;0.757
420;Águas de Santa Bárbara;0.757
420;Dois Lajeados;0.757
420;Vista Gaúcha;0.757
420;Campo Mourão;0.757
420;Jataí;0.757
420;Piquete;0.757
420;Presidente Lucena;0.757
420;Colina;0.757
420;Cachoeirinha;0.757
420;Estância Velha;0.757
420;Chapada;0.757
420;Palhoça;0.757
420;Pedro Leopoldo;0.757
440;Ilhabela;0.756
440;Balneário Piçarras;0.756
440;Nova Castilho;0.756
440;Jambeiro;0.756
440;Quinze de Novembro;0.756
440;Itabira;0.756
440;Cravinhos;0.756
440;Hortolândia;0.756
440;Bálsamo;0.756
440;Pirangi;0.756
440;Contagem;0.756
440;Fortaleza dos Valos;0.756
440;Passos;0.756
453;Coronel Fabriciano;0.755
453;São Pedro;0.755
453;São Ludgero;0.755
453;Saudades;0.755
453;Brodowski;0.755
453;Aparecida;0.755
453;Alto Bela Vista;0.755
453;Rondonópolis;0.755
453;Formiga;0.755
453;Cianorte;0.755
453;Montenegro;0.755
453;Pongaí;0.755
453;Orleans;0.755
453;São José do Ouro;0.755
467;Fortaleza;0.754
467;Sinop;0.754
467;Guabiruba;0.754
467;Boracéia;0.754
467;São Vendelino;0.754
467;Rio do Oeste;0.754
467;Esteio;0.754
467;Mongaguá;0.754
467;Analândia;0.754
467;Neves Paulista;0.754
467;Vera Cruz;0.754
467;Praia Grande;0.754
467;Cunhataí;0.754
467;Rodeio;0.754
467;Corumbataí;0.754
467;Lauro de Freitas;0.754
467;Chapadão do Sul;0.754
467;Constantina;0.754
467;Rio Verde;0.754
467;Registro;0.754
467;Flores da Cunha;0.754
488;Rancho Queimado;0.753
488;Ipeúna;0.753
488;Palmeira D'Oeste;0.753
488;Salvador das Missões;0.753
488;Monte Azul Paulista;0.753
488;Congonhas;0.753
488;Tarumã;0.753
488;Santo Anastácio;0.753
488;Magda;0.753
488;Três Fronteiras;0.753
488;Nilópolis;0.753
488;Mangaratiba;0.753
488;Novo Horizonte;0.753
488;Estação;0.753
488;Guaíra;0.753
488;Ajuricaba;0.753
488;Garopaba;0.753
488;Forquilhinha;0.753
488;João Neiva;0.753
488;Nicolau Vergueiro;0.753
508;Aracruz;0.752
508;Enéas Marques;0.752
508;Laguna;0.752
508;Marapoama;0.752
508;Araguaína;0.752
508;Monte Belo do Sul;0.752
508;Tatuí;0.752
508;Três Marias;0.752
508;Tunápolis;0.752
508;Severiano de Almeida;0.752
508;Itumbiara;0.752
508;Primavera do Leste;0.752
508;Westfalia;0.752
508;Pranchita;0.752
508;Xaxim;0.752
508;Boa Vista;0.752
508;Lucélia;0.752
508;Capinzal;0.752
526;Mandaguari;0.751
526;Guaxupé;0.751
526;Nhandeara;0.751
526;Cataguases;0.751
526;Pinhais;0.751
526;Foz do Iguaçu;0.751
526;Cambuí;0.751
526;Teresina;0.751
526;Indiaporã;0.751
526;Guarujá;0.751
526;Porto Ferreira;0.751
526;Rancharia;0.751
526;Guaraciaba;0.751
526;Guaramirim;0.751
526;Sales;0.751
526;Osório;0.751
526;Ubatuba;0.751
526;Turiúba;0.751
526;Américo Brasiliense;0.751
526;Sertão;0.751
526;Bastos;0.751
526;Planalto Alegre;0.751
526;Tapiratiba;0.751
526;Catiguá;0.751
526;Mirandópolis;0.751
551;Paranaguá;0.750
551;Canoas;0.750
551;Cruz Alta;0.750
551;Presidente Epitácio;0.750
551;Bariri;0.750
551;Bom Despacho;0.750
551;Campo Verde;0.750
551;Água Santa;0.750
551;Capivari;0.750
551;São João do Pau D'Alho;0.750
551;Feliz;0.750
562;União Paulista;0.749
562;Campos do Jordão;0.749
562;Embu-Guaçu;0.749
562;Oscar Bressane;0.749
562;Betim;0.749
562;Laurentino;0.749
562;Linha Nova;0.749
562;Arcos;0.749
562;São Lourenço do Oeste;0.749
562;Terra Roxa;0.749
562;Antônio Carlos;0.749
562;Ipuã;0.749
562;Pareci Novo;0.749
562;Peruíbe;0.749
562;Rio Grande da Serra;0.749
562;Paraíso;0.749
562;Carapicuíba;0.749
562;Harmonia;0.749
562;Pirajuí;0.749
562;Xavantina;0.749
562;Artur Nogueira;0.749
583;São João de Iracema;0.748
583;Duartina;0.748
583;Tanabi;0.748
583;Ituporanga;0.748
583;Barra do Garças;0.748
583;Mondaí;0.748
583;Canela;0.748
583;Nova Trento;0.748
583;São João do Polêsine;0.748
583;Miraselva;0.748
583;Apucarana;0.748
583;Cafelândia;0.748
583;Cabedelo;0.748
583;Arapongas;0.748
583;Barão;0.748
583;Taquaritinga;0.748
599;Sananduva;0.747
599;Novo Hamburgo;0.747
599;Tucunduva;0.747
599;Pato Bragado;0.747
599;Condor;0.747
599;Astorga;0.747
599;Floreal;0.747
599;Dourados;0.747
599;Ibitinga;0.747
599;General Salgado;0.747
599;Cândido Mota;0.747
599;São José do Inhacorá;0.747
599;Sud Mennucci;0.747
599;Jandaia do Sul;0.747
599;Confins;0.747
599;Potirendaba;0.747
599;Iturama;0.747
599;Cordilheira Alta;0.747
599;Ouvidor;0.747
599;Nova Aurora;0.747
599;Brumadinho;0.747
599;Nova Bassano;0.747
599;Governador Celso Ramos;0.747
599;Ribeirão do Sul;0.747
599;Tapera;0.747
599;Charqueadas;0.747
599;Alto Alegre;0.747
599;Teutônia;0.747
599;Elisiário;0.747
628;Balneário Arroio do Silva;0.746
628;Paraíso do Norte;0.746
628;Santa Tereza;0.746
628;Nuporanga;0.746
628;Valparaíso de Goiás;0.746
628;Mato Leitão;0.746
628;Doutor Camargo;0.746
628;Getúlio Vargas;0.746
628;Urânia;0.746
628;Coqueiros do Sul;0.746
628;Muçum;0.746
628;Itambé;0.746
628;Borá;0.746
628;Cachoeiro de Itapemirim;0.746
628;Belém;0.746
628;Colatina;0.746
628;Bady Bassitt;0.746
628;Palmital;0.746
628;Bom Princípio;0.746
628;Capitão;0.746
648;Miguel Pereira;0.745
648;Campo Largo;0.745
648;Águas Frias;0.745
648;Itanhaém;0.745
648;Campo Bom;0.745
648;Bozano;0.745
648;Iacanga;0.745
648;Rafard;0.745
648;Floraí;0.745
648;Echaporã;0.745
648;Urupês;0.745
648;Nova Friburgo;0.745
648;Petrópolis;0.745
648;Águas de Lindóia;0.745
648;Agudos;0.745
648;Américo de Campos;0.745
648;Mairipotaba;0.745
648;Três Ranchos;0.745
648;Junqueirópolis;0.745
667;Nova Palma;0.744
667;Torrinha;0.744
667;Uruguaiana;0.744
667;Três Corações;0.744
667;Campos de Júlio;0.744
667;Dumont;0.744
667;Sorriso;0.744
667;Itápolis;0.744
667;Pires do Rio;0.744
667;Coronel Freitas;0.744
667;Bento de Abreu;0.744
667;Leme;0.744
667;Formosa;0.744
667;Perdões;0.744
667;Barra do Jacaré;0.744
667;Paracatu;0.744
667;Santa Helena;0.744
667;Coronel Barros;0.744
667;Salete;0.744
667;Poço das Antas;0.744
667;Bicas;0.744
667;São Manuel;0.744
667;Mendonça;0.744
667;Vista Alegre do Alto;0.744
667;Três Lagoas;0.744
667;Lobato;0.744
667;Arealva;0.744
667;Rio Grande;0.744
695;Santa Cruz da Esperança;0.743
695;Nova Luzitânia;0.743
695;Imigrante;0.743
695;Jussara;0.743
695;Dois Irmãos;0.743
695;Sobradinho;0.743
695;Augusto Pestana;0.743
695;Macaubal;0.743
695;Capão da Canoa;0.743
695;Penha;0.743
695;Descanso;0.743
695;Promissão;0.743
695;Mairinque;0.743
695;Jacarezinho;0.743
695;Caxambu;0.743
695;Morro Reuter;0.743
695;Guatapará;0.743
695;Jaguariaíva;0.743
695;Lindóia do Sul;0.743
695;Mira Estrela;0.743
695;Marema;0.743
695;Matinhos;0.743
695;São Jorge do Ivaí;0.743
695;Iporá;0.743
719;Pedranópolis;0.742
719;Barro Alto;0.742
719;Itapecerica da Serra;0.742
719;Vila Flores;0.742
719;Silveira Martins;0.742
719;Cachoeira do Sul;0.742
719;Vazante;0.742
719;Lourdes;0.742
719;Irani;0.742
719;Bocaina;0.742
719;Tio Hugo;0.742
719;Lindóia;0.742
719;Nova Ramada;0.742
719;São Martinho;0.742
719;Cafelândia;0.742
719;Ascurra;0.742
719;Chapadão do Céu;0.742
719;Bom Sucesso do Sul;0.742
719;Cunha Porã;0.742
719;Mariana;0.742
719;Dolcinópolis;0.742
719;Quatro Barras;0.742
719;Campos Novos;0.742
719;Dona Emma;0.742
743;Jumirim;0.741
743;Nova Roma do Sul;0.741
743;Anhumas;0.741
743;Bambuí;0.741
743;Santos Dumont;0.741
743;Motuca;0.741
743;Carneirinho;0.741
743;Ouro Preto;0.741
743;Içara;0.741
743;Dirce Reis;0.741
743;Cachoeira da Prata;0.741
743;Agronômica;0.741
743;João Ramalho;0.741
743;Cotiporã;0.741
743;Monte Castelo;0.741
743;Guaraí;0.741
743;Pejuçara;0.741
743;Miguelópolis;0.741
743;Alfredo Marcondes;0.741
743;Teodoro Sampaio;0.741
743;São Luiz Gonzaga;0.741
764;Otacílio Costa;0.740
764;Quirinópolis;0.740
764;Brotas;0.740
764;Aramina;0.740
764;Lagoa Santa;0.740
764;Tiradentes;0.740
764;Ibirá;0.740
764;Muzambinho;0.740
764;Macedônia;0.740
764;Porto Nacional;0.740
764;Delfinópolis;0.740
764;Rifaina;0.740
764;Santópolis do Aguapeí;0.740
764;Santa Clara do Sul;0.740
764;Salvador do Sul;0.740
764;Nova Alvorada;0.740
764;Estiva Gerbi;0.740
764;Araucária;0.740
764;Chopinzinho;0.740
764;Mercedes;0.740
764;Sabáudia;0.740
764;União da Vitória;0.740
764;Benedito Novo;0.740
764;Bagé;0.740
764;Arroio do Sal;0.740
764;Anta Gorda;0.740
764;Almirante Tamandaré do Sul;0.740
764;Alegrete;0.740
764;Turvo;0.740
764;São João Batista;0.740
764;Estrela do Norte;0.740
795;São Gonçalo;0.739
795;São Pedro da Serra;0.739
795;Catuípe;0.739
795;São Sebastião do Caí;0.739
795;Carlos Gomes;0.739
795;Taquaruçu do Sul;0.739
795;Santo Augusto;0.739
795;Ubiratã;0.739
795;Biguaçu;0.739
795;Guaiçara;0.739
795;Edéia;0.739
795;Serra;0.739
795;São José da Barra;0.739
795;Bom Retiro do Sul;0.739
795;Santa Mercedes;0.739
795;Pelotas;0.739
795;Viradouro;0.739
795;Pederneiras;0.739
795;Itanhandu;0.739
795;Ituiutaba;0.739
795;Manduri;0.739
795;Piracaia;0.739
795;Ibiaçá;0.739
795;Rolândia;0.739
795;Santo Inácio;0.739
795;Vista Alegre;0.739
795;São Leopoldo;0.739
795;Nova Granada;0.739
823;Santa Ernestina;0.738
823;Lagoa Vermelha;0.738
823;Morro da Fumaça;0.738
823;Santo Cristo;0.738
823;Dourado;0.738
823;Rio Negrinho;0.738
823;Meleiro;0.738
823;Santa Isabel;0.738
823;São João do Itaperiú;0.738
823;Cabreúva;0.738
823;Valença;0.738
823;Ipumirim;0.738
823;Ferraz de Vasconcelos;0.738
823;Ilhota;0.738
823;Barra Velha;0.738
823;Campina das Missões;0.738
823;Santa Terezinha de Itaipu;0.738
823;Porecatu;0.738
823;Pontal do Paraná;0.738
823;Quatá;0.738
823;Mirassolândia;0.738
823;Nova Aliança;0.738
823;Itaipulândia;0.738
823;Gaurama;0.738
823;Onda Verde;0.738
823;Humaitá;0.738
823;Corbélia;0.738
850;Mesquita;0.737
850;Tangará;0.737
850;Manaus;0.737
850;Luiz Alves;0.737
850;Braúna;0.737
850;Pindorama;0.737
850;Cubatão;0.737
850;Vargem Grande do Sul;0.737
850;Presidente Nereu;0.737
850;Parapuã;0.737
850;Palmitos;0.737
850;Santa Gertrudes;0.737
850;Uruaçu;0.737
850;Roseira;0.737
850;Guaraci;0.737
850;Cumari;0.737
850;Ibirama;0.737
850;Guarani das Missões;0.737
850;Santa Lúcia;0.737
850;Anápolis;0.737
850;Ribeirão Vermelho;0.737
850;Piumhi;0.737
850;Itatiaia;0.737
850;Vale Real;0.737
850;Vera Cruz;0.737
850;Palmeira das Missões;0.737
876;Grão Pará;0.736
876;São Borja;0.736
876;Turmalina;0.736
876;Pereiras;0.736
876;Navegantes;0.736
876;Atalaia;0.736
876;Maracaju;0.736
876;Pariquera-Açu;0.736
876;Floresta;0.736
876;Gravataí;0.736
876;Camargo;0.736
876;Nova Itaberaba;0.736
876;São Gotardo;0.736
876;Iepê;0.736
876;Porto Velho;0.736
876;Unaí;0.736
876;Mendes;0.736
876;Ipira;0.736
876;Sanclerlândia;0.736
876;Charqueada;0.736
876;Conchas;0.736
897;Valentim Gentil;0.735
897;Cabo Frio;0.735
897;Buritizal;0.735
897;Itapevi;0.735
897;Bom Jesus da Penha;0.735
897;São Mateus;0.735
897;Marialva;0.735
897;Porto Rico;0.735
897;Lauro Muller;0.735
897;Caçador;0.735
897;Presidente Alves;0.735
897;Santa Branca;0.735
897;Xangri-Lá;0.735
897;Aspásia;0.735
897;Nova Independência;0.735
897;Santa Rita do Trivelato;0.735
897;Jardinópolis;0.735
897;Jaciara;0.735
897;Embu;0.735
897;Olinda;0.735
897;Nova Esperança do Sul;0.735
897;Glicério;0.735
897;Tabapuã;0.735
920;Morrinhos;0.734
920;Pontal do Araguaia;0.734
920;São Pedro de Alcântara;0.734
920;Bernardino de Campos;0.734
920;Divinolândia;0.734
920;Cristais Paulista;0.734
920;Andradas;0.734
920;Alto Feliz;0.734
920;Bom Jesus do Norte;0.734
920;Barra do Guarita;0.734
920;Sarzedo;0.734
920;Cássia dos Coqueiros;0.734
920;Rincão;0.734
920;Barroso;0.734
920;Campo Novo do Parecis;0.734
920;Cajobi;0.734
920;Cambé;0.734
920;Telêmaco Borba;0.734
920;Várzea Grande;0.734
920;Muriaé;0.734
940;Arraial do Cabo;0.733
940;União da Serra;0.733
940;Macapá;0.733
940;Arabutã;0.733
940;Renascença;0.733
940;Barra do Piraí;0.733
940;Taquari;0.733
940;Gentil;0.733
940;Santa Clara D'Oeste;0.733
940;Ariranha;0.733
940;Monte Mor;0.733
940;Montividiu;0.733
940;Colombo;0.733
940;Nova Aurora;0.733
940;Jarinu;0.733
940;Iacri;0.733
940;Lucianópolis;0.733
940;Triunfo;0.733
940;Protásio Alves;0.733
940;Pradópolis;0.733
940;Bananal;0.733
940;Caldas Novas;0.733
940;Carmo do Rio Claro;0.733
940;Aurora;0.733
940;Atalanta;0.733
965;Pontes Gestal;0.732
965;Paranapuã;0.732
965;Céu Azul;0.732
965;Palestina;0.732
965;Piacatu;0.732
965;Rodeio Bonito;0.732
965;Flórida;0.732
965;Extrema;0.732
965;Lagoa da Prata;0.732
965;Pedro Afonso;0.732
965;Sapezal;0.732
965;Quintana;0.732
965;Paulista;0.732
965;Chiapetta;0.732
965;Engenheiro Coelho;0.732
965;Itapeva;0.732
965;Sacramento;0.732
965;Aragarças;0.732
965;Guarani D'Oeste;0.732
965;Fartura;0.732
965;Santo Expedito do Sul;0.732
965;Firminópolis;0.732
965;Bom Jesus do Itabapoana;0.732
965;Salesópolis;0.732
965;Jaborá;0.732
965;Santo Expedito;0.732
965;São Jorge;0.732
965;Urutaí;0.732
993;Itapejara D'Oeste;0.731
993;Franco da Rocha;0.731
993;Guarapari;0.731
993;Fraiburgo;0.731
993;Boa Vista do Incra;0.731
993;Pirapora;0.731
993;Nova Santa Rosa;0.731
993;Guarapuava;0.731
993;Meridiano;0.731
993;Matozinhos;0.731
993;São Bonifácio;0.731
993;Soledade;0.731
993;Imperatriz;0.731
993;Tambaú;0.731
993;Goioerê;0.731
993;São Luís de Montes Belos;0.731
993;Vilhena;0.731
993;Castilho;0.731
993;São José do Cedro;0.731
993;Grupiara;0.731
993;Tamboara;0.731
993;Marinópolis;0.731
993;Sabará;0.731
993;Guararema;0.731
993;Relvado;0.731
993;Rio Quente;0.731
993;Luís Antônio;0.731
993;Três Pontas;0.731
1021;Caçu;0.730
1021;Frutal;0.730
1021;Palmelo;0.730
1021;Bertioga;0.730
1021;Borda da Mata;0.730
1021;Itaperuna;0.730
1021;Raposos;0.730
1021;Itajobi;0.730
1021;Guaíba;0.730
1021;Mariano Moro;0.730
1021;Ilópolis;0.730
1021;Sagres;0.730
1021;Guarujá do Sul;0.730
1021;Patrocínio Paulista;0.730
1021;Ivaiporã;0.730
1021;Mineiros do Tietê;0.730
1021;Quilombo;0.730
1021;Natividade;0.730
1021;Teresópolis;0.730
1021;Anchieta;0.730
1021;Itabirito;0.730
1021;Casa Branca;0.730
1021;Óleo;0.730
1021;Adolfo;0.730
1021;Embaúba;0.730
1021;Altinópolis;0.730
1021;Colorado;0.730
1021;Tupãssi;0.730
